Name,MetadataID,ResourceIdentifier,Summary,OrganisationName,Information_owner_organization,ContactMailAddress,date
SBK Tätortskarta - Anläggningar,27bc9684-534d-4469-8271-f6f9e40497ea,18a13b1e-2723-4838-8ab5-5a857e8dcfef,"Tätortskarta - Anläggningar  bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :450110, KoloniområdeUndertyper10, Koloniområde, modifierbar, aktiv450580, HamnanläggningUndertyper10, Kaj, modifierbar, aktiv20, Kajplatsnummer, modifierbar, aktiv30, Kajsektion, modifierbar, aktiv40, Fender, modifierbar, aktiv50, Brygga, modifierbar, aktiv60, Snötippningsskydd, modifierbar, aktiv70, Stålklaffar, modifierbar, aktiv80, Bilramp, modifierbar, aktiv90, Avkörningsskydd, modifierbar, aktiv100, Rörlig matargång, modifierbar, aktiv110, Kranspår, modifierbar, aktiv120, Pollare, modifierbar, aktiv130, Förtöjningsbock, modifierbar, aktiv140, Förtöjningsring, modifierbar, aktiv150, Gästhamn, modifierbar, aktiv160, Pir, modifierbar, aktiv450590, IdrottsanläggningUndertyper10, Motionsspår, modifierbar, aktiv20, Badmintonhall, modifierbar, aktiv30, Bassängbad, modifierbar, aktiv40, Bollplan, modifierbar, aktiv50, Bowlinghall, modifierbar, aktiv60, Campingplats, modifierbar, aktiv70, Golfbana, modifierbar, aktiv80, Idrottshall, modifierbar, aktiv90, Idrotts- o simhall, modifierbar, aktiv100, Ishall, modifierbar, aktiv110, Konstisbana, modifierbar, aktiv120, Korthålsgolfbana, modifierbar, aktiv130, Minigolfbana, modifierbar, aktiv140, Motionscentral, modifierbar, aktiv150, Rackethall, modifierbar, aktiv160, Ridhus, modifierbar, aktiv170, Simhall, modifierbar, aktiv180, Skidbacke, modifierbar, aktiv190, Skjutbana, modifierbar, aktiv200, Sol- o duschbad, modifierbar, aktiv210, Sportfält, modifierbar, aktiv220, Squashhall, modifierbar, aktiv230, Strandbad, modifierbar, aktiv240, Tennisbana, modifierbar, aktiv250, Tennishall, modifierbar, aktiv260, Varmbad, modifierbar, aktiv270, Idrottsplats, modifierbar, aktiv280, Fotbollsmål, modifierbar, aktiv290, Skidlift, modifierbar, aktiv300, Trav- och galoppbana, modifierbar, aktiv310, Motorbana, modifierbar, aktiv450610, MarkanläggningUndertyper10, Bank/Skärning, modifierbar, aktiv20, Slänt, modifierbar, aktiv30, Stödmur, modifierbar, aktiv40, Grind, modifierbar, aktiv50, Mur, modifierbar, aktiv60, Staket, modifierbar, aktiv70, Stenmur, modifierbar, aktiv80, Grusplan, modifierbar, aktiv90, Gräsplan, modifierbar, aktiv100, Asfaltplan, modifierbar, aktiv110, Torg, modifierbar, aktiv120, Begravningsplats, modifierbar, aktiv130, Djurpark, modifierbar, aktiv140, Nöjesanläggning, modifierbar, aktiv150, Bullerskydd, modifierbar, aktiv450620, TrafikanläggningUndertyper10, Navföljare, modifierbar, aktiv20, Perrong, modifierbar, aktiv30, Spårdepå, modifierbar, aktiv40, Parkering, modifierbar, aktiv50, Bro, modifierbar, aktiv60, Tunnel, modifierbar, aktiv70, Viadukt, modifierbar, aktiv80, Trappa, modifierbar, aktiv90, Båtuppläggningsplats, modifierbar, aktiv100, Flygbana, modifierbar, aktiv110, Broillustration, modifierbar, aktiv450640, MiljöanläggningUndertyper10, Kompostfack, modifierbar, aktiv20, Återvinningsstation, modifierbar, aktiv30, Återvinningscentral, modifierbar, aktiv40, Bilskrotsanläggning, modifierbar, aktiv450660, Övrig anläggningUndertyper10, Ospec. anläggning, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Parkeringsdata - Parkering tillåten,LTFRptillaten,91c499d4-78c0-49f3-bf63-46555df2a8bb,"Föreskrift som anger var och när det är tillåtet att parkera. Enbart på det kommunala vägnätet. Verksamhet Juridik & Parkering, Tillståndsavdelningen, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
SBK Tätortskarta - Infrastruktur knutpunkter,d4143e3b-dedd-46cb-974a-84817af37d15,41651c7e-56f6-4f5c-ae65-952f48513d11,"Tätortskarta - Infrastruktur knutpunkter bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :451110, VägknutUndertyper10, Vägknut, modifierbar, aktiv451620, TrafikplatsUndertyper10, Trafikplats, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Ledsagning SoL (ur Hitta Service API),78907792-03cb-409b-ad4c-0b64b20f19cc,10390f2a-d98c-4e21-8881-3fb542df61da,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Medborgarkontor (ur Hitta Service API),1fecd72a-04cb-4418-a611-53e2343dd47f,70c8ffa9-f2e0-49e9-bd7f-5dd07b1b082a,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Motionsspår (ur Hitta Service API),a2024849-8acc-4bf6-a0e9-baef239261e8,3a30afb0-fa12-4f80-a0aa-9d45433cdcd4,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Hemtjänst (ur Hitta Service API),836c8bdb-f470-4647-bfdd-c3ef505c2e9f,19160e1a-17ed-4216-a95b-49055ed07fee,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Tillsynsverksamheter - Livsmedel,003c9649-91fd-4ae0-9958-a335c6b77b13,8bad93da-d03e-4806-97a2-be7727fbc458,"Tillsynverksamheter, rörande livsmedelstillsyn, från miljöförvaltningens ärendehanteringssystem, Ecos. Data innehåller bl.a. Namn= verksamhetens namn, geom=verksamhetens geografiska position (WKT), Uppdaterad=Datum då data exporterats  från ärendehanteringssystemet (Ecos), Verksamhetstyp=typ av verksamhet, Verksamhetstyp2=Ytterligare definiering av verksamhetstyp, Inspdatum=datum för senaste inspektion, Inspbeslut=beslut vid senaste inspektion, info=klassning utifrån tidigare erfarenheter (se Länk: Information från Livsmedelsverket) Data uppdateras efter varje arbetsdag.",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2023-06-12
Parkeringsautomat,LvFeature5129561,06901c01-1dc3-49c1-8588-865c4d08c990,"Punktgeometri som representerar placering av parkeringsautomat inom Stockholms kommun. Verksamhet Juridik och parkering, Tillstånd, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
NVDB - Gatutyp,LvFeature4004002,554e38bd-f9cb-4276-8cb4-c620bb7e1f3e,Data om typ av gata utifrån funktion eller utformning för kommunala och enskilda vägar. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Stadens blomsterprogram,LvFeature14964764,c0d05334-5108-42d1-a8b3-ff6f100ba1b8,Punktgeometri,Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
Gruppbostad SoL (ur Hitta Service API),77ea3590-d10a-450e-a23e-98664793ee40,2bd65bf9-40b6-4cc1-9fb8-1def570930d5,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Korttidsvård (ur Hitta Service API),20179007-d5b1-4f49-a3d6-0ace2efbec33,2b13bbd5-fdf4-4b0e-b36f-5fe4e95d98eb,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Signalstolpe,LvFeature5630078,63f7f11a-e09f-4a69-9357-60c83751cc2d,"Stolpe för montering av trafiksignalrelaterad utrustning i en trafiksignalanläggning. Punktobjekt. Inom Stockholms kommun. Verksamhet Trafikplanering, Teknik, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
"SBK Stadskarta - Adress, ort, gata",82b9f3aa-6c8c-4ef0-8d7a-590e02332ca0,1a3ec6be-9069-47a1-b4e2-645f59d78ae0,"Stadskarta - Adress, ort, gata bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :Adressplats10, Adressplats, modifierbar, aktivAdressplats ej FIR10, Adressplats ej FIR, modifierbar, aktivGatunamn10, Gatunamn, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Gruppbostad för barn och unga (ur Hitta Service API),ebc6fe9b-8115-4bea-b357-8a03bb99ff20,59cb4474-4260-4bd6-bf6c-9b40c8206746,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Avlösarservice LSS (ur Hitta Service API),8b01a264-9573-43c4-b461-b45b0b5e0fde,2f48d731-0f4a-478c-9815-af0b89c3e8e4,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Profilboende (ur Hitta Service API),c10d9974-1768-4d35-82e7-690ec8889316,8948bf70-d627-420b-8579-1132da20896d,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Skridskois (ur Hitta Service API),08860454-adb0-4183-8c7b-217e20bdbc1b,c605c5a0-9657-46fc-a876-80c840facc6b,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
SBK Stadskarta - Trafikanläggningar,3aaa949a-3546-42c8-ac45-f632ec228429,9c358d94-7231-49d5-9eff-d11dc07953cd,"Stadskarta - Trafikanläggningar bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :450610, MarkanläggningUndertyper10, Bank/Skärning, modifierbar, aktiv20, Slänt, modifierbar, aktiv30, Stödmur, modifierbar, aktiv40, Grind, modifierbar, aktiv50, Mur, modifierbar, aktiv60, Staket, modifierbar, aktiv70, Stenmur, modifierbar, aktiv80, Grusplan, modifierbar, aktiv90, Gräsplan, modifierbar, aktiv100, Asfaltplan, modifierbar, aktiv110, Torg, modifierbar, aktiv120, Begravningsplats, modifierbar, aktiv130, Djurpark, modifierbar, aktiv140, Nöjesanläggning, modifierbar, aktiv150, Bullerskydd, modifierbar, aktiv450620, TrafikanläggningUndertyper10, Navföljare, modifierbar, aktiv20, Perrong, modifierbar, aktiv30, Spårdepå, modifierbar, aktiv40, Parkering, modifierbar, aktiv50, Bro, modifierbar, aktiv60, Tunnel, modifierbar, aktiv70, Viadukt, modifierbar, aktiv80, Trappa, modifierbar, aktiv90, Båtuppläggningsplats, modifierbar, aktiv100, Flygbana, modifierbar, aktiv110, Broillustration, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Markanläggningar,6e485182-9f4d-4e43-8f3f-592868fa6e14,509af98b-be25-4df4-a13c-4f09831121cd,"Stadskarta - Markanläggningar bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :450610, Markanläggning10, Bank/Skärning, modifierbar, aktiv20, Slänt, modifierbar, aktiv30, Stödmur, modifierbar, aktiv40, Grind, modifierbar, aktiv50, Mur, modifierbar, aktiv60, Staket, modifierbar, aktiv70, Stenmur, modifierbar, aktiv80, Grusplan, modifierbar, aktiv90, Gräsplan, modifierbar, aktiv100, Asfaltplan, modifierbar, aktiv110, Torg, modifierbar, aktiv120, Begravningsplats, modifierbar, aktiv130, Djurpark, modifierbar, aktiv140, Nöjesanläggning, modifierbar, aktiv150, Bullerskydd, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
"SBK Tätortskarta - Adress, ort och gata",026bf5f9-7030-4849-8b6d-424bfda088e7,9f721e93-6a14-49d2-bbd3-5c54e21d46f6,"Tätortskarta - Adress, ort och gata bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :450100, GatunamnUndertyper10, Gatunamn, modifierbar, aktiv450670, AdressplatsUndertyper10, Adressplats, modifierbar, aktiv450680, Adressplats ej FIRUndertyper10, Adressplats ej FIR, modifierbar, aktiv451590, OrtUndertyper10, Ort, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Evenemangsanläggning (ur Hitta Service API),5170d014-4f7a-4b77-aac4-5c81391a81e8,7a784ab3-e572-40cb-aa00-f105ef4cac04,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Plaskdamm (ur Hitta Service API),cfe47e8f-dc2f-450c-9067-928371d38576,41c9c295-19c3-4314-bc37-72cf515165ae,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Kapell (ur Hitta Service API),725b38f6-a031-4d7e-8532-b9cfc5acfde8,9fe4755d-a2f7-491b-9a9d-3bcbb989e3fd,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Skelettjord,LvFeature8852142,9393d607-4a40-4579-9561-577f5f780ac3,"Ytgeometri som visar utbredningen av sammanhängande markbädd, huvudsakligen bestående av makadam, som bär upp trafikytan och fungerar som rotmöjligt utrymme för stadsträden inom Stockholms kommun. Verksamhet Park och stadsmiljö, Stadsmiljö, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
SBK Stadskarta - Infrastruktur utbredning,905b6967-4dac-4139-97c4-92a6ab6e42fb,92fd29b1-9c27-4143-bb93-8ea66a1ed733,"Stadskarta - Infrastruktur utbredning bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :451300, Vägutbredning10, Vägillustration, modifierbar, aktiv20, Parkvägsutbredning, modifierbar, aktiv30, Parkvägsutbredning i kvarter, modifierbar, aktiv40, Genomfartsutbredning, modifierbar, aktiv50, Motorvägsutbredning, modifierbar, aktiv60, Småvägsutbredning, modifierbar, aktiv70, Vägutbredning, modifierbar, aktiv80, Vägutbredning i tunnel, modifierbar, aktiv90, Vägutbredning i kvarter, modifierbar, aktiv100, Gångvägsutbredning, modifierbar, aktiv110, Gågatautbredning, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Tätortskarta - Kartografisk område,690c5456-02ba-40fa-aad3-b86edade72fb,1d3e1735-db06-46b5-ac25-f43bf3fa64c0,"Tätortskarta - Kartografisk område bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :451560, Kartografiskt områdeUndertyper10, Kartografiskt område, modifierbar, aktiv20, 3D-område, modifierbar, aktiv30, Ajourprio 1, modifierbar, aktiv40, Ajourprio 2, modifierbar, aktiv50, Ajourprio 3, modifierbar, aktiv60, Bevakningsområde, modifierbar, aktiv70, Team, modifierbar, aktiv80, Ajourstatus 1, modifierbar, aktiv90, Ajourstatus 2, modifierbar, aktiv100, Ajourstatus 3, modifierbar, aktiv110, Ajourstatus 4, modifierbar, aktiv120, Ajourstatus 5, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Begravningsplatser och kyrkogårdar (ur Hitta Service API),30579605-df24-4754-a985-599f7a0310f7,983cbcdb-91cf-4fff-89cc-dfe1bb69a58e,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Korttidshem för barn och unga (ur Hitta Service API),76768385-1894-44dc-81c3-c25c9d2f7a99,caae7325-d228-42f8-b47e-4ff370afb1d9,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Särvux (ur Hitta Service API),1d46ba78-a9c3-4587-91f9-adbe39821797,9984c9e1-a3dd-48bd-af6b-ab012b4d0b12,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Gatuarbete,LvFeature2321496,f04f1383-ac7e-49a3-96cb-4ff9d73b39fb,"Geometrier för schaktarbeten i gatumark. Ytgeometri som representerar gropen samt linjer som beskriver vilken del av vägnätet som påverkas av gropen. Verksamhet Trafikstyrning, Tillstånd, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
NVDB - Väghållare,LvFeature4000002,bb516f14-234c-4c3e-ac48-acde8a7ba961,"Geometri som representerar data om väghållare på vägsträcka, meddelad genom beslut. Väghållare i detta sammanhang är den som skall hålla vägen och som är ansvarig för väghållningen vilket inte behöver vara densamma som den som praktiskt utför byggande, drift och underhåll av en väg. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
NVDB - Begränsad fordonsbredd,LvFeature4000007,8f3318b9-d94a-4299-99b8-42586ebc9357,"Geometri som representerar utbredning av trafikregel, meddelad genom föreskrift eller annat beslut, om inskränkning till mindre bredd på fordon, fordonståg eller last än som annars gäller.  Tillhör verksamhet NVDB (Trafikverket)",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
